0.000000000000000000e+00,0.000000000000000000e+00
4.100000000000000000e+01,1.294760000000000000e+05
1.000000000000000000e+00,9.930000000000000000e+02
1.500000000000000000e+01,2.949200000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.822100000000000000e+04
1.800000000000000000e+01,3.783500000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.161500000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
4.070000000000000000e+02,1.855941000000000000e+06
3.000000000000000000e+00,6.451600000000000000e+04
4.000000000000000000e+01,1.936610000000000000e+05
4.400000000000000000e+01,3.096790000000000000e+05
3.000000000000000000e+00,7.305000000000000000e+03
4.700000000000000000e+01,2.343440000000000000e+05
7.000000000000000000e+00,1.268600000000000000e+04
2.700000000000000000e+01,1.547910000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000000e+02,6.978060000000000000e+05
1.400000000000000000e+02,7.200840000000000000e+05
1.300000000000000000e+01,7.253800000000000000e+04
1.090000000000000000e+02,4.925970000000000000e+05
4.770000000000000000e+02,2.168736000000000000e+06
1.000000000000000000e+01,6.530300000000000000e+04
2.000000000000000000e+00,3.242300000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.215800000000000000e+04
4.000000000000000000e+00,1.443900000000000000e+04
1.700000000000000000e+01,4.004700000000000000e+04
2.900000000000000000e+01,1.332720000000000000e+05
1.100000000000000000e+01,7.208000000000000000e+04
1.000000000000000000e+00,3.144200000000000000e+04
6.000000000000000000e+00,4.419500000000000000e+04
1.000000000000000000e+00,9.940000000000000000e+02
1.700000000000000000e+01,1.421410000000000000e+05
6.000000000000000000e+00,1.114400000000000000e+04
4.840000000000000000e+02,2.522341000000000000e+06
2.000000000000000000e+00,2.113000000000000000e+03
1.300000000000000000e+01,7.145100000000000000e+04
3.000000000000000000e+00,1.247800000000000000e+04
1.100000000000000000e+01,5.992200000000000000e+04
2.300000000000000000e+01,5.138000000000000000e+04
