0.000000000000000000e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.110590000000000000e+05
1.200000000000000000e+01,4.120600000000000000e+04
2.087000000000000000e+03,9.950131000000000000e+06
1.150000000000000000e+02,6.768930000000000000e+05
1.400000000000000000e+01,7.480400000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.509900000000000000e+04
8.100000000000000000e+01,4.498150000000000000e+05
5.840000000000000000e+02,2.899470000000000000e+06
1.400000000000000000e+01,6.481200000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,5.949000000000000000e+03
1.000000000000000000e+00,6.939000000000000000e+03
4.000000000000000000e+00,3.724700000000000000e+04
2.200000000000000000e+01,1.614550000000000000e+05
4.000000000000000000e+00,7.244000000000000000e+03
2.000000000000000000e+00,6.906000000000000000e+03
3.000000000000000000e+00,3.392500000000000000e+04
1.220000000000000000e+02,5.059400000000000000e+05
0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000000e+01,4.906100000000000000e+04
1.200000000000000000e+01,8.680100000000000000e+04
7.000000000000000000e+01,3.602230000000000000e+05
5.000000000000000000e+00,2.059000000000000000e+03
3.000000000000000000e+00,1.258900000000000000e+04
1.200000000000000000e+01,6.134100000000000000e+04
2.200000000000000000e+01,7.675600000000000000e+04
1.900000000000000000e+01,4.145900000000000000e+04
6.000000000000000000e+00,5.006700000000000000e+04
5.000000000000000000e+00,4.759100000000000000e+04
6.000000000000000000e+00,1.054300000000000000e+04
3.000000000000000000e+00,1.420300000000000000e+04
0.000000000000000000e+00,0.000000000000000000e+00
6.450000000000000000e+02,3.150912000000000000e+06
1.000000000000000000e+00,1.878000000000000000e+03
2.000000000000000000e+00,4.738000000000000000e+03
2.700000000000000000e+01,9.257200000000000000e+04
6.000000000000000000e+00,4.749500000000000000e+04
1.070000000000000000e+02,5.203770000000000000e+05
1.000000000000000000e+00,3.144200000000000000e+04
6.000000000000000000e+00,7.062400000000000000e+04
6.000000000000000000e+00,4.984400000000000000e+04
1.000000000000000000e+00,4.581000000000000000e+03
7.000000000000000000e+00,8.258000000000000000e+03
